strategy,symbol,params,final_capital,total_return_pct,weekly_return_pct,n_trades,win_rate_pct,profit_factor,max_drawdown_pct,sharpe_annual,n_weeks
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",7928.83,-20.7117,-0.1769,44,34.09,0.7808,37.78,-0.3869,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",7908.56,-20.9144,-0.1786,42,33.33,0.7793,36.93,-0.3666,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",7909.35,-20.9065,-0.1786,47,31.91,0.7857,37.89,-0.3818,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",7904.74,-20.9526,-0.179,45,33.33,0.7826,38.63,-0.4653,117.1
TSMOM,XRPUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",7894.99,-21.0501,-0.1798,185,37.84,0.9384,37.66,-0.1099,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",7874.18,-21.2582,-0.1816,43,34.88,0.7602,37.38,-0.5129,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",7852.41,-21.4759,-0.1834,43,32.56,0.7727,38.63,-0.4865,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",7781.34,-22.1866,-0.1895,105,36.19,0.9013,35.94,-0.2251,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",7781.34,-22.1866,-0.1895,105,36.19,0.9013,35.94,-0.2251,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",7781.34,-22.1866,-0.1895,105,36.19,0.9013,35.94,-0.2251,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",7767.77,-22.3223,-0.1907,43,32.56,0.7595,37.78,-0.434,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",7759.59,-22.4041,-0.1914,34,35.29,0.707,36.69,-0.6242,117.1
TSMOM,XRPUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",7719.68,-22.8032,-0.1948,191,37.7,0.9334,37.32,-0.1121,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",7702.21,-22.9779,-0.1963,42,33.33,0.7357,37.38,-0.5761,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",7697.67,-23.0233,-0.1967,42,33.33,0.7475,38.29,-0.4081,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",7681.14,-23.1886,-0.1981,46,32.61,0.764,36.93,-0.4495,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",7657.42,-23.4258,-0.2001,92,38.04,0.8776,35.86,-0.2765,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",7646.54,-23.5346,-0.201,45,31.11,0.7514,38.63,-0.5517,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",7643.54,-23.5646,-0.2013,35,34.29,0.6934,36.69,-0.6653,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",7639.97,-23.6003,-0.2016,92,39.13,0.8808,35.87,-0.2563,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",7639.97,-23.6003,-0.2016,92,39.13,0.8808,35.87,-0.2563,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",7634.79,-23.6521,-0.202,40,32.5,0.7348,38.29,-0.4287,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",7624.0,-23.76,-0.203,44,31.82,0.723,36.18,-0.6227,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",7562.54,-24.3746,-0.2082,44,34.09,0.7291,38.01,-0.5926,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",7558.95,-24.4105,-0.2085,45,31.11,0.7377,37.78,-0.4927,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",7548.34,-24.5166,-0.2094,54,33.33,0.7722,35.88,-0.6622,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",7548.34,-24.5166,-0.2094,54,33.33,0.7722,35.88,-0.6622,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",7547.1,-24.529,-0.2095,46,32.61,0.736,37.44,-0.6246,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",7524.49,-24.7551,-0.2115,94,38.3,0.8762,36.97,-0.3004,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",7524.49,-24.7551,-0.2115,94,38.3,0.8762,36.97,-0.3004,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",7519.53,-24.8047,-0.2119,79,35.44,0.8397,35.55,-0.4926,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",7506.05,-24.9395,-0.213,44,31.82,0.726,37.44,-0.6461,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",7478.74,-25.2126,-0.2154,41,31.71,0.7154,38.94,-0.4903,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",7472.5,-25.275,-0.2159,48,31.25,0.7434,36.93,-0.5129,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",7458.68,-25.4132,-0.2171,38,31.58,0.6873,37.56,-0.6598,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",7423.82,-25.7618,-0.2201,37,32.43,0.6679,36.69,-0.7492,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",7397.75,-26.0225,-0.2223,36,30.56,0.672,37.56,-0.69,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",7397.38,-26.0262,-0.2223,43,32.56,0.7052,38.01,-0.6548,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",7384.46,-26.1554,-0.2234,42,30.95,0.7053,38.94,-0.5174,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",7384.46,-26.1554,-0.2234,42,30.95,0.7053,38.94,-0.5174,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",7383.45,-26.1655,-0.2235,91,38.46,0.8646,35.87,-0.3064,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",7372.93,-26.2707,-0.2244,39,30.77,0.6746,36.62,-0.7009,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",7363.33,-26.3667,-0.2252,45,31.11,0.7052,37.46,-0.8037,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",7312.71,-26.8729,-0.2295,37,29.73,0.6592,36.62,-0.7321,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",7313.0,-26.87,-0.2295,51,31.37,0.7399,35.88,-0.7836,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",7313.06,-26.8694,-0.2295,43,30.23,0.7007,38.29,-0.515,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",7300.57,-26.9943,-0.2306,46,30.43,0.7044,37.44,-0.7193,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",7290.99,-27.0901,-0.2314,38,28.95,0.6703,36.63,-0.557,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",7253.2,-27.468,-0.2346,46,30.43,0.6935,37.46,-0.843,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",7249.65,-27.5035,-0.2349,44,31.82,0.6942,37.74,-0.6738,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",7220.67,-27.7933,-0.2374,35,28.57,0.6502,37.98,-0.7488,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",7184.73,-28.1527,-0.2405,45,31.11,0.6825,38.01,-0.7293,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",7098.95,-29.0105,-0.2478,38,26.32,0.6424,35.66,-0.843,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",7094.99,-29.0501,-0.2481,40,27.5,0.6486,36.63,-0.6152,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",7094.99,-29.0501,-0.2481,40,27.5,0.6486,36.63,-0.6152,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",7086.01,-29.1399,-0.2489,39,28.21,0.6372,37.56,-0.804,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",7044.7,-29.553,-0.2524,48,29.17,0.6715,37.46,-0.9309,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",7037.09,-29.6291,-0.2531,36,25.0,0.6247,36.79,-0.7483,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",7037.48,-29.6252,-0.2531,46,30.43,0.6719,37.74,-0.7652,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",7031.36,-29.6864,-0.2536,37,27.03,0.6291,37.98,-0.8198,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",7031.36,-29.6864,-0.2536,37,27.03,0.6291,37.98,-0.8198,117.1
TSMOM,DOGEUSDC,"{'lookback': 13, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",7004.54,-29.9546,-0.2559,40,27.5,0.6249,36.62,-0.8479,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",6958.26,-30.4174,-0.2598,39,25.64,0.6289,37.91,-0.7577,117.1
TSMOM,XRPUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",6957.21,-30.4279,-0.2599,71,30.99,0.7276,37.07,-0.7842,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",6921.78,-30.7822,-0.2629,42,28.57,0.6438,37.74,-0.8125,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",6917.61,-30.8239,-0.2633,43,25.58,0.6428,35.15,-0.8284,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",6915.64,-30.8436,-0.2635,64,32.81,0.7678,36.7,-0.7937,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",6915.64,-30.8436,-0.2635,64,32.81,0.7678,36.7,-0.7937,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",6888.84,-31.1116,-0.2657,57,31.58,0.7484,36.95,-0.8332,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",6875.56,-31.2444,-0.2669,36,25.0,0.6149,37.27,-0.9081,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",6859.64,-31.4036,-0.2682,43,25.58,0.6394,36.3,-0.838,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",6855.99,-31.4401,-0.2686,39,25.64,0.6229,37.27,-0.9043,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",6852.59,-31.4741,-0.2688,38,23.68,0.6044,36.79,-0.8099,117.1
TSMOM,XRPUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",6849.78,-31.5022,-0.2691,77,33.77,0.7399,37.07,-0.7951,117.1
TSMOM,XRPUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",6841.72,-31.5828,-0.2698,73,30.14,0.715,37.31,-0.8253,117.1
TSMOM,XRPUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",6836.97,-31.6303,-0.2702,76,32.89,0.7359,37.18,-0.7925,117.1
TSMOM,DOGEUSDC,"{'lookback': 14, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",6786.59,-32.1341,-0.2745,38,23.68,0.6023,35.15,-0.9184,117.1
